term,label
http://purl.obolibrary.org/obo/GO_0043230,extracellular organelle
http://purl.obolibrary.org/obo/UBERON_0007567,regenerating anatomical structure
http://purl.obolibrary.org/obo/IAO_0000424,expand expression to
http://purl.obolibrary.org/obo/GO_0040019,positive regulation of embryonic development
http://purl.obolibrary.org/obo/PLANA_0000464,GABAergic neuron
http://purl.obolibrary.org/obo/PLANA_0003606,posterior fragment
http://purl.obolibrary.org/obo/GO_0006996,organelle organization
http://purl.obolibrary.org/obo/PLANA_0000084,posterior primary gut branch
http://purl.obolibrary.org/obo/PLANA_0003226,anaphase spermatogonia
http://purl.obolibrary.org/obo/PLANA_0002132,wedge wound
http://purl.obolibrary.org/obo/BSPO_0000379,dorsal surface
http://purl.obolibrary.org/obo/GO_0051322,anaphase
http://purl.obolibrary.org/obo/PLANA_0000427,multicellular anatomical structure
http://purl.obolibrary.org/obo/PLANA_0000237,round spermatid
http://purl.obolibrary.org/obo/GO_0009790,embryo development
http://purl.obolibrary.org/obo/PLANA_0000047,collecting duct
http://purl.obolibrary.org/obo/PLANA_0003601,trunk fragment
http://purl.obolibrary.org/obo/RO_0002352,input of
http://purl.obolibrary.org/obo/RO_0002352,input of
http://purl.obolibrary.org/obo/PLANA_0002077,plug amputation
http://purl.obolibrary.org/obo/PLANA_0003221,G1 phase spermatogonium
http://purl.obolibrary.org/obo/BSPO_0000374,basal surface
http://purl.obolibrary.org/obo/PLANA_0000422,tail stripe
http://purl.obolibrary.org/obo/IAO_0000002,example to be eventually removed
http://purl.obolibrary.org/obo/PLANA_0000232,copulatory apparatus
http://purl.obolibrary.org/obo/PLANA_0000042,anterior primary gut branch
http://purl.obolibrary.org/obo/UBERON_0006983,anatomical point
http://purl.obolibrary.org/obo/RO_0002487,relation between structure and stage
http://purl.obolibrary.org/obo/PLANA_0000005,Stage 5
http://purl.obolibrary.org/obo/PATO_0000001,quality
http://purl.obolibrary.org/obo/PATO_0000052,shape
http://purl.obolibrary.org/obo/RO_0002500,causal agent in process
http://www.geneontology.org/formats/oboInOwl#treat-xrefs-as-genus-differentia,treat-xrefs-as-genus-differentia
http://purl.obolibrary.org/obo/PLANA_0002035,eumelanin
http://purl.obolibrary.org/obo/PLANA_000109,anatomical compartment subdivision feature
http://purl.obolibrary.org/obo/PLANA_0000109,anatomical compartment subdivision feature
http://purl.obolibrary.org/obo/GO_0010647,positive regulation of cell communication
http://purl.obolibrary.org/obo/BSPO_0000105,ipsilateral to
http://purl.obolibrary.org/obo/PLANA_0000552,sensory neuron
http://purl.obolibrary.org/obo/RO_0002255,developmentally_contributes_to
http://purl.obolibrary.org/obo/RO_0002255,developmentally contributes to
http://purl.obolibrary.org/obo/PLANA_0002030,early male germ cell
http://www.geneontology.org/formats/oboInOwl#hasOBONamespace,has_obo_namespace
http://purl.obolibrary.org/obo/GO_0042327,positive regulation of phosphorylation
http://purl.obolibrary.org/obo/PLANA_0000515,vacuole
http://purl.obolibrary.org/obo/RO_0002218,obsolete has active participant
http://purl.obolibrary.org/obo/PLANA_0000135,female primordial germ cell
http://purl.obolibrary.org/obo/GO_0000085,mitotic G2 phase
http://purl.obolibrary.org/obo/PLANA_0000497,obsolete anatomical junction
http://purl.obolibrary.org/obo/RO_0002630,directly negatively regulates
http://purl.obolibrary.org/obo/GO_0000238,zygotene
http://purl.obolibrary.org/obo/PLANA_0000525,organelle
http://purl.obolibrary.org/obo/GO_0043226,organelle
http://purl.obolibrary.org/obo/BSPO_0000082,lateral region
http://purl.obolibrary.org/obo/PLANA_0000510,cytoplasm
http://purl.obolibrary.org/obo/RO_0002213,positively regulates
http://purl.obolibrary.org/obo/RO_0002213,positively regulates
http://purl.obolibrary.org/obo/PLANA_0002128,fragment
http://purl.obolibrary.org/obo/PLANA_0000130,circular muscle progenitor cell
http://purl.obolibrary.org/obo/RO_0002023,directly negatively regulated by
http://purl.obolibrary.org/obo/GO_0000080,mitotic G1 phase
http://purl.obolibrary.org/obo/GO_0048018,receptor ligand activity
http://purl.obolibrary.org/obo/RO_0002575,is direct form of
http://purl.obolibrary.org/obo/PLANA_0000492,nerve plexus
http://purl.obolibrary.org/obo/RO_0002385,has potential to developmentally contribute to
http://purl.obolibrary.org/obo/RO_0002385,has potential to developmentally contribute to
http://purl.obolibrary.org/obo/GO_0051318,G1 phase
http://purl.obolibrary.org/obo/PLANA_0003254,meiosis II stage spermatocyte
http://purl.obolibrary.org/obo/GO_0051128,regulation of cellular component organization
http://purl.obolibrary.org/obo/PATO_0000140,position
http://purl.obolibrary.org/obo/BSPO_0001001,medial-lateral axis
http://purl.obolibrary.org/obo/PLANA_0007522,medial-lateral axis
http://purl.obolibrary.org/obo/PLANA_0000075,optic cup
http://purl.obolibrary.org/obo/BSPO_0015014,immediately superficial to
http://purl.obolibrary.org/obo/BSPO_0015014,immediately_superficial_to
http://purl.obolibrary.org/obo/PLANA_0003217,prophase  oogonial stem cell
http://purl.obolibrary.org/obo/PLANA_0002123,chromosomal_structural_element
http://purl.obolibrary.org/obo/GO_0043393,regulation of protein binding
http://purl.obolibrary.org/obo/GO_2000243,positive regulation of reproductive process
http://www.geneontology.org/formats/oboInOwl#hasBroadSynonym,has_broad_synonym
http://purl.obolibrary.org/obo/PLANA_0004533,sperm duct epithelium
http://purl.obolibrary.org/obo/PLANA_0000418,head
http://purl.obolibrary.org/obo/PLANA_0000228,male germ cell
http://purl.obolibrary.org/obo/PLANA_0000038,ventral midline
http://purl.obolibrary.org/obo/IAO_0000600,elucidation
http://purl.obolibrary.org/obo/IAO_0000410,universal
http://purl.obolibrary.org/obo/PLANA_0003402,ovary lumen
http://purl.obolibrary.org/obo/PLANA_0002068,nuclear periphery
http://purl.obolibrary.org/obo/PLANA_0000070,intestinal phagocyte
http://purl.obolibrary.org/obo/PLANA_0003212,anaphase spermatogonial stem cell
http://purl.obolibrary.org/obo/CARO_0000010,anatomical boundary
http://purl.obolibrary.org/obo/PLANA_0000413,pharynx outer epithelium surface
http://purl.obolibrary.org/obo/PLANA_0000223,oogonial stem cell
http://purl.obolibrary.org/obo/PLANA_0000229,female germ cell
http://purl.obolibrary.org/obo/PLANA_0000033,epidermal progenitor cell
http://purl.obolibrary.org/obo/PLANA_0002063,non-ciliated epidermis
http://purl.obolibrary.org/obo/GO_0048523,negative regulation of cellular process
http://purl.obolibrary.org/obo/PLANA_0000548,efferent neuron
http://purl.obolibrary.org/obo/PLANA_0002026,cut
http://purl.obolibrary.org/obo/GO_0019220,regulation of phosphate metabolic process
http://purl.obolibrary.org/obo/RO_0002093,ends_during
http://purl.obolibrary.org/obo/RO_0002131,overlaps
http://purl.obolibrary.org/obo/RO_0002093,ends during
http://purl.obolibrary.org/obo/GO_0010638,positive regulation of organelle organization
http://purl.obolibrary.org/obo/PLANA_0000543,neuron projection bundle
http://purl.obolibrary.org/obo/IAO_0000123,metadata incomplete
http://purl.obolibrary.org/obo/RO_0002436,molecularly interacts with
http://purl.obolibrary.org/obo/PLANA_0003305,gonad primoridium
http://purl.obolibrary.org/obo/PLANA_0003115,ommochrome pigment granule
http://purl.obolibrary.org/obo/PLANA_0002021,chromosome
http://purl.obolibrary.org/obo/PLANA_0000506,cell junction
http://purl.obolibrary.org/obo/PLANA_0000126,reproductive system
http://purl.obolibrary.org/obo/RO_0002019,has ligand
http://purl.obolibrary.org/obo/PLANA_0007555,pax3/7+ neural progenitor cell
http://purl.obolibrary.org/obo/PLANA_0000488,basophilic gland cell
http://purl.obolibrary.org/obo/RO_0002431,involved in or involved in regulation of
http://purl.obolibrary.org/obo/PLANA_0003300,cephalic ganglia primordium
http://purl.obolibrary.org/obo/PLANA_0003110,pharynx neuron
http://purl.obolibrary.org/obo/GO_0051726,regulation of cell cycle
http://purl.obolibrary.org/obo/BSPO_0000073,apical region
http://purl.obolibrary.org/obo/PLANA_0007518,lysosome
http://purl.obolibrary.org/obo/PLANA_0000501,cell projection
http://purl.obolibrary.org/obo/PLANA_0002119,gut branch
http://purl.obolibrary.org/obo/PLANA_0000121,stem cell
http://purl.obolibrary.org/obo/RO_0002014,has negative regulatory component activity
http://purl.obolibrary.org/obo/PLANA_0007550,serotonergic neural progenitor cell
http://purl.obolibrary.org/obo/RO_0002566,causally influences
http://purl.obolibrary.org/obo/PLANA_0000483,octopaminergic neuron
http://purl.obolibrary.org/obo/PLANA_0004529,integumental system
http://purl.obolibrary.org/obo/PLANA_0003245,meiotic prophase I spermatocyte
http://purl.obolibrary.org/obo/GO_0009967,positive regulation of signal transduction
http://purl.obolibrary.org/obo/PLANA_0007513,endoplasmic reticulum
http://purl.obolibrary.org/obo/PLANA_0000066,gastrodermis
http://purl.obolibrary.org/obo/bspo#human,synonym typically used in the context of human anatomy
http://purl.obolibrary.org/obo/PLANA_0003208,S phase spermatogonial stem cell
http://purl.obolibrary.org/obo/BSPO_0015005,orthogonal to
http://purl.obolibrary.org/obo/PLANA_0002114,post-blastema region
http://purl.obolibrary.org/obo/PLANA_0004524,embryonic pharynx circular muscle cell
http://purl.obolibrary.org/obo/PLANA_0002096,somatic gonadal cell
http://purl.obolibrary.org/obo/PLANA_0003240,anaphase germ cell cyst
http://purl.obolibrary.org/obo/UBERON_0000465,material anatomical entity
http://purl.obolibrary.org/obo/CARO_0000006,material anatomical entity
http://purl.obolibrary.org/obo/CARO_0000006,material anatomical entity
http://purl.obolibrary.org/obo/PLANA_0000409,apical surface of the epidermis
http://purl.obolibrary.org/obo/PLANA_0000219,spermatogonial stem cell
http://purl.obolibrary.org/obo/PLANA_0000029,primitive ectoderm
http://purl.obolibrary.org/obo/RO_0001018,contained in
http://purl.obolibrary.org/obo/RO_0002334,regulated by
http://purl.obolibrary.org/obo/PLANA_0002059,mucus
http://purl.obolibrary.org/obo/GO_0031325,positive regulation of cellular metabolic process
http://purl.obolibrary.org/obo/PLANA_0000061,enteric musculature
http://purl.obolibrary.org/obo/PLANA_0003203,prophase neoblast
http://purl.obolibrary.org/obo/GO_0048519,negative regulation of biological process
http://purl.obolibrary.org/obo/GO_0044093,positive regulation of molecular function
http://purl.obolibrary.org/obo/PLANA_0002091,rhabdome
http://purl.obolibrary.org/obo/GO_0140014,mitotic nuclear division
http://purl.obolibrary.org/obo/PLANA_0000404,pharynx lumen
http://purl.obolibrary.org/obo/PLANA_0000214,juvenile
http://purl.obolibrary.org/obo/PLANA_0000024,Smed asexual biotype
http://purl.obolibrary.org/obo/PLANA_0004504,asexual adult
http://purl.obolibrary.org/obo/RO_0002089,starts before
http://purl.obolibrary.org/obo/PLANA_0002054,marginal adhesive zone
http://purl.obolibrary.org/obo/PLANA_0000539,electrically responsive cell
http://purl.obolibrary.org/obo/IAO_0000119,definition source
http://purl.obolibrary.org/obo/BFO_0000067,contains process
http://purl.obolibrary.org/obo/PLANA_0002017,chemical amputation
http://purl.obolibrary.org/obo/UBERON_0035086,plane of autotomy
http://purl.obolibrary.org/obo/RO_0002464,helper property (not for use in curation)
http://purl.obolibrary.org/obo/RO_0002084,during which ends
http://purl.obolibrary.org/obo/GO_0019953,sexual reproduction
http://purl.obolibrary.org/obo/RO_0004031,enables subfunction
http://purl.obolibrary.org/obo/PLANA_0000534,chromatin
http://purl.obolibrary.org/obo/IAO_0000114,has curation status
http://purl.obolibrary.org/obo/RO_0002427,causally downstream of or within
http://purl.obolibrary.org/obo/BFO_0000062,preceded by
http://purl.obolibrary.org/obo/BFO_0000062,preceded_by
http://purl.obolibrary.org/obo/PLANA_0003106,adhesion gland cell
http://purl.obolibrary.org/obo/PLANA_0002012,bulbar cavity
http://purl.obolibrary.org/obo/RO_0003001,produced by
http://purl.obolibrary.org/obo/PLANA_0000117,embryonic structure
http://purl.obolibrary.org/obo/PLANA_0007546,TrpA+ neural progenitor cell
http://purl.obolibrary.org/obo/PLANA_0000479,pharynx inner nerve plexus
http://purl.obolibrary.org/obo/PLANA_0000099,neuron
http://purl.obolibrary.org/obo/PLANA_0003101,ventral epidermis cell
http://www.geneontology.org/formats/oboInOwl#hasRelatedSynonym,has_related_synonym
http://purl.obolibrary.org/obo/PLANA_0007509,plasma membrane
http://purl.obolibrary.org/obo/BSPO_0000099,posterior to
http://purl.obolibrary.org/obo/PATO_0001633,posterior to
http://purl.obolibrary.org/obo/BFO_0000020,specifically dependent continuant
http://purl.obolibrary.org/obo/PLANA_0000112,obsolete Schmidtea mediterranea developmental term
http://purl.obolibrary.org/obo/PLANA_0007541,releasing gland cell
http://purl.obolibrary.org/obo/BSPO_0000027,antero-ventral region
http://purl.obolibrary.org/obo/PLANA_0000474,pharynx inner circular muscle cell
http://purl.obolibrary.org/obo/PLANA_0003236,S phase germ cell cyst
http://purl.obolibrary.org/obo/PLANA_0000094,obsolete tissue morphogenesis
http://purl.obolibrary.org/obo/GO_0032502,developmental process
http://purl.obolibrary.org/obo/GO_0045840,positive regulation of mitotic nuclear division
http://purl.obolibrary.org/obo/GO_0022414,reproductive process
http://purl.obolibrary.org/obo/PLANA_0002142,parenchyma
http://purl.obolibrary.org/obo/GO_0098765,meiosis II cell cycle phase
http://purl.obolibrary.org/obo/GO_0051332,meiotic S phase
http://purl.obolibrary.org/obo/PLANA_0007504,obsolete dorsal compartment
http://purl.obolibrary.org/obo/GO_0048584,positive regulation of response to stimulus
http://purl.obolibrary.org/obo/PLANA_0000057,obsolete embryonic cleavage
http://purl.obolibrary.org/obo/PLANA_0002105,telomere
http://purl.obolibrary.org/obo/GO_0050790,regulation of catalytic activity
http://purl.obolibrary.org/obo/GO_0010564,regulation of cell cycle process
http://purl.obolibrary.org/obo/UBERON_0002553,anatomical cavity
http://purl.obolibrary.org/obo/PLANA_0002087,primitive gut
http://purl.obolibrary.org/obo/PLANA_0003231,prophase oogonial cell
http://purl.obolibrary.org/obo/UBERON_0000106,zygote stage
http://purl.obolibrary.org/obo/BSPO_0000384,ventral surface
http://purl.obolibrary.org/obo/GO_0016310,phosphorylation
http://purl.obolibrary.org/obo/PLANA_0000432,obsolete regenerating anatomical structure
http://purl.obolibrary.org/obo/PLANA_0000242,obsolete anatomical cavity
http://purl.obolibrary.org/obo/PLANA_0000052,obsolete  dispersed cleavage
http://purl.obolibrary.org/obo/PLANA_0002100,synapse
http://purl.obolibrary.org/obo/RO_0002497,existence ends during or before
http://purl.obolibrary.org/obo/PLANA_0002082,premeiotic germ cell
http://purl.obolibrary.org/obo/GO_0051100,negative regulation of binding
http://purl.obolibrary.org/obo/PLANA_0000205,oviduct
http://purl.obolibrary.org/obo/PLANA_0000015,non ciliated epithelial cell
